"year" "country" "new.onset" "warl" "gdpenl" "lpopl1" "lmtnest" "ncontig" "Oil" "nwstate" "instab" "polity2l" "ethfrac" "relfrac"
"1505" 1964 "BELGIUM" 0 0  6.205  9.135940 0.00000000 0 0 0 0  10 0.551184177 0.37500000
"1506" 1965 "BELGIUM" 0 0  6.579  9.144948 0.00000000 0 0 0 0  10 0.551184177 0.37500000
"1507" 1966 "BELGIUM" 0 0  6.749  9.153559 0.00000000 0 0 0 0  10 0.551184177 0.37500000
"1508" 1967 "BELGIUM" 0 0  6.911  9.159889 0.00000000 0 0 0 0  10 0.551184177 0.37500000
"1509" 1968 "BELGIUM" 0 0  7.129  9.165030 0.00000000 0 0 0 0  10 0.551184177 0.37500000
"1510" 1969 "BELGIUM" 0 0  7.384  9.168476 0.00000000 0 0 0 0  10 0.551184177 0.37500000
"1511" 1970 "BELGIUM" 0 0  7.828  9.170872 0.00000000 0 0 0 0  10 0.551184177 0.37500000
"1512" 1971 "BELGIUM" 0 0  8.331  9.173469 0.00000000 0 0 0 0  10 0.551184177 0.37500000
"1513" 1972 "BELGIUM" 0 0  8.574  9.177094 0.00000000 0 0 0 0  10 0.551184177 0.37500000
"1514" 1973 "BELGIUM" 0 0  8.957  9.180809 0.00000000 0 0 0 0  10 0.551184177 0.37500000
"1515" 1974 "BELGIUM" 0 0  9.485  9.183791 0.00000000 0 0 0 0  10 0.551184177 0.37500000
"1516" 1975 "BELGIUM" 0 0  9.871  9.186867 0.00000000 0 0 0 0  10 0.551184177 0.37500000
"1517" 1976 "BELGIUM" 0 0  9.633  9.189628 0.00000000 0 0 0 0  10 0.551184177 0.37500000
"1518" 1977 "BELGIUM" 0 0 10.156  9.191259 0.00000000 0 0 0 0  10 0.551184177 0.37500000
"1519" 1978 "BELGIUM" 0 0 10.204  9.192380 0.00000000 0 0 0 0  10 0.551184177 0.37500000
"1520" 1979 "BELGIUM" 0 0 10.465  9.193194 0.00000000 0 0 0 0  10 0.551184177 0.37500000
"1521" 1980 "BELGIUM" 0 0 10.679  9.193906 0.00000000 0 0 0 0  10 0.551184177 0.37500000
"1522" 1981 "BELGIUM" 0 0 11.109  9.194922 0.00000000 0 0 0 0  10 0.551184177 0.37500000
"1523" 1982 "BELGIUM" 0 0 10.829  9.195430 0.00000000 0 0 0 0  10 0.551184177 0.37500000
"1524" 1983 "BELGIUM" 0 0 10.986  9.195836 0.00000000 0 0 0 0  10 0.551184177 0.37500000
"1525" 1984 "BELGIUM" 0 0 10.972  9.195836 0.00000000 0 0 0 0  10 0.551184177 0.37500000
"1526" 1985 "BELGIUM" 0 0 11.236  9.195531 0.00000000 0 0 0 0  10 0.551184177 0.37500000
"1527" 1986 "BELGIUM" 0 0 11.285  9.196038 0.00000000 0 0 0 0  10 0.551184177 0.37500000
"1528" 1987 "BELGIUM" 0 0 11.461  9.196445 0.00000000 0 0 0 0  10 0.551184177 0.37500000
"1529" 1988 "BELGIUM" 0 0 11.727  9.197255 0.00000000 0 0 0 0  10 0.551184177 0.37500000
"1530" 1989 "BELGIUM" 0 0 12.319  9.200492 0.00000000 0 0 0 0  10 0.551184177 0.37500000
"1531" 1990 "BELGIUM" 0 0 12.804  9.204121 0.00000000 0 0 0 0  10 0.551184177 0.37500000
"1532" 1991 "BELGIUM" 0 0 13.232  9.207035 0.00000000 0 0 0 0  10 0.551184177 0.37500000
"1533" 1992 "BELGIUM" 0 0 13.409  9.210740 0.00000000 0 0 0 0  10 0.551184177 0.37500000
"1534" 1993 "BELGIUM" 0 0 13.484  9.214333 0.00000000 0 0 0 0  10 0.551184177 0.37500000
"1535" 1994 "BELGIUM" 0 0 13.229  9.218755 0.00000000 0 0 0 0  10 0.551184177 0.37500000
"1536" 1995 "BELGIUM" 0 0 13.509  9.221834 0.00000000 0 0 0 0  10 0.551184177 0.37500000
"1537" 1996 "BELGIUM" 0 0 13.761  9.223927 0.00000000 0 0 0 0  10 0.551184177 0.37500000
"1538" 1997 "BELGIUM" 0 0 13.868  9.226115 0.00000000 0 0 0 0  10 0.551184177 0.37500000
"1539" 1998 "BELGIUM" 0 0 14.324  9.229162 0.00000000 0 0 0 0  10 0.551184177 0.37500000
"1540" 1999 "BELGIUM" 0 0 14.678  9.230797 0.00000000 0 0 0 0  10 0.551184177 0.37500000
"1541" 1945 "FRANCE" 0 0  2.644 10.629344 2.44234705 1 0 0 0   4 0.261046767 0.18580002
"1542" 1946 "FRANCE" 0 0  2.644 10.629344 2.44234705 1 0 0 1   4 0.261046767 0.18580002
"1543" 1947 "FRANCE" 0 0  3.398 10.626485 2.44234705 1 0 0 1  10 0.261046767 0.18580002
"1544" 1948 "FRANCE" 0 0  3.591 10.635375 2.44234705 1 0 0 1  10 0.261046767 0.18580002
"1545" 1949 "FRANCE" 0 0  3.623 10.645377 2.44234705 1 0 0 1  10 0.261046767 0.18580002
"1546" 1950 "FRANCE" 0 0  4.082 10.653724 2.44234705 1 0 0 0  10 0.261046767 0.18580002
"1547" 1951 "FRANCE" 0 0  4.045 10.639095 2.44234705 1 0 0 0  10 0.261046767 0.18580002
"1548" 1952 "FRANCE" 0 0  4.248 10.647209 2.44234705 1 0 0 0  10 0.261046767 0.18580002
"1549" 1953 "FRANCE" 0 0  4.354 10.655257 2.44234705 1 0 0 0  10 0.261046767 0.18580002
"1550" 1954 "FRANCE" 0 0  4.422 10.663124 2.44234705 1 0 0 0  10 0.261046767 0.18580002
"1551" 1955 "FRANCE" 0 0  4.565 10.671046 2.44234705 1 0 0 0  10 0.261046767 0.18580002
"1552" 1956 "FRANCE" 0 0  4.770 10.678905 2.44234705 1 0 0 0  10 0.261046767 0.18580002
"1553" 1957 "FRANCE" 0 0  5.083 10.689145 2.44234705 1 0 0 0  10 0.261046767 0.18580002
"1554" 1958 "FRANCE" 0 0  5.286 10.699394 2.44234705 1 0 0 0  10 0.261046767 0.18580002
"1555" 1959 "FRANCE" 0 0  5.368 10.709539 2.44234705 1 0 0 1   5 0.261046767 0.18580002
"1556" 1960 "FRANCE" 0 0  5.497 10.719583 2.44234705 1 0 0 1   5 0.261046767 0.18580002
"1557" 1961 "FRANCE" 0 0  5.823 10.729526 2.44234705 1 0 0 1   5 0.261046767 0.18580002
"1558" 1962 "FRANCE" 0 0  6.087 10.739912 2.44234705 1 0 0 0   5 0.261046767 0.18580002
"1559" 1963 "FRANCE" 0 0  6.401 10.757903 2.44234705 1 0 0 0   5 0.261046767 0.18580002
"1560" 1964 "FRANCE" 0 0  6.651 10.775137 2.44234705 1 0 0 0   5 0.261046767 0.18580002
"1561" 1965 "FRANCE" 0 0  7.048 10.785394 2.44234705 1 0 0 0   5 0.261046767 0.18580002
"1562" 1966 "FRANCE" 0 0  7.304 10.794583 2.44234705 1 0 0 0   5 0.261046767 0.18580002
"1563" 1967 "FRANCE" 0 0  7.645 10.802876 2.44234705 1 0 0 0   5 0.261046767 0.18580002
"1564" 1968 "FRANCE" 0 0  7.946 10.810698 2.44234705 1 0 0 0   5 0.261046767 0.18580002
"1565" 1969 "FRANCE" 0 0  8.228 10.818057 2.44234705 1 0 0 0   5 0.261046767 0.18580002
"1566" 1970 "FRANCE" 0 0  8.768 10.826158 2.44234705 1 0 0 1   8 0.261046767 0.18580002
"1567" 1971 "FRANCE" 0 0  9.200 10.835100 2.44234705 1 0 0 1   8 0.261046767 0.18580002
"1568" 1972 "FRANCE" 0 0  9.538 10.844490 2.44234705 1 0 0 1   8 0.261046767 0.18580002
"1569" 1973 "FRANCE" 0 0  9.837 10.853232 2.44234705 1 0 0 0   8 0.261046767 0.18580002
"1570" 1974 "FRANCE" 0 0 10.316 10.861265 2.44234705 1 0 0 0   8 0.261046767 0.18580002
"1571" 1975 "FRANCE" 0 0 10.510 10.867806 2.44234705 1 0 0 0   8 0.261046767 0.18580002
"1572" 1976 "FRANCE" 0 0 10.297 10.872352 2.44234705 1 0 0 0   8 0.261046767 0.18580002
"1573" 1977 "FRANCE" 0 0 10.751 10.876328 2.44234705 1 0 0 0   8 0.261046767 0.18580002
"1574" 1978 "FRANCE" 0 0 11.053 10.880779 2.44234705 1 0 0 0   8 0.261046767 0.18580002
"1575" 1979 "FRANCE" 0 0 11.334 10.885117 2.44234705 1 0 0 0   8 0.261046767 0.18580002
"1576" 1980 "FRANCE" 0 0 11.664 10.889417 2.44234705 1 0 0 0   8 0.261046767 0.18580002
"1577" 1981 "FRANCE" 0 0 11.756 10.894515 2.44234705 1 0 0 0   8 0.261046767 0.18580002
"1578" 1982 "FRANCE" 0 0 11.746 10.900104 2.44234705 1 0 0 0   8 0.261046767 0.18580002
"1579" 1983 "FRANCE" 0 0 11.970 10.905589 2.44234705 1 0 0 0   8 0.261046767 0.18580002
"1580" 1984 "FRANCE" 0 0 11.936 10.910131 2.44234705 1 0 0 0   8 0.261046767 0.18580002
"1581" 1985 "FRANCE" 0 0 12.034 10.914124 2.44234705 1 0 0 0   8 0.261046767 0.18580002
"1582" 1986 "FRANCE" 0 0 12.206 10.918175 2.44234705 1 0 0 0   8 0.261046767 0.18580002
"1583" 1987 "FRANCE" 0 0 12.507 10.922227 2.44234705 1 0 0 0   9 0.261046767 0.18580002
"1584" 1988 "FRANCE" 0 0 12.744 10.926477 2.44234705 1 0 0 0   9 0.261046767 0.18580002
"1585" 1989 "FRANCE" 0 0 13.259 10.931033 2.44234705 1 0 0 0   9 0.261046767 0.18580002
"1586" 1990 "FRANCE" 0 0 13.642 10.940863 2.44234705 1 0 0 0   9 0.261046767 0.18580002
"1587" 1991 "FRANCE" 0 0 13.904 10.946147 2.44234705 1 0 0 0   9 0.261046767 0.18580002
"1588" 1992 "FRANCE" 0 0 13.870 10.951666 2.44234705 1 0 0 0   9 0.261046767 0.18580002
"1589" 1993 "FRANCE" 0 0 13.918 10.957312 2.44234705 1 0 0 0   9 0.261046767 0.18580002
"1590" 1994 "FRANCE" 0 0 13.740 10.962440 2.44234705 1 0 0 0   9 0.261046767 0.18580002
"1591" 1995 "FRANCE" 0 0 13.977 10.966956 2.44234705 1 0 0 0   9 0.261046767 0.18580002
"1592" 1996 "FRANCE" 0 0 14.165 10.970661 2.44234705 1 0 0 0   9 0.261046767 0.18580002
"1593" 1997 "FRANCE" 0 0 14.276 10.974643 2.44234705 1 0 0 0   9 0.261046767 0.18580002
"1594" 1998 "FRANCE" 0 0 14.503 10.978611 2.44234705 1 0 0 0   9 0.261046767 0.18580002
"1595" 1999 "FRANCE" 0 0 14.901 10.981585 2.44234705 1 0 0 0   9 0.261046767 0.18580002
"1596" 1945 "SWITZERLAND" 0 0  6.617  8.396606 4.21803617 0 0 0 0  10 0.503707826 0.61780000
"1597" 1946 "SWITZERLAND" 0 0  6.617  8.396606 4.21803617 0 0 0 0  10 0.503707826 0.61780000
"1598" 1947 "SWITZERLAND" 0 0  6.744  8.404248 4.21803617 0 0 0 0  10 0.503707826 0.61780000
"1599" 1948 "SWITZERLAND" 0 0  7.089  8.422223 4.21803617 0 0 0 0  10 0.503707826 0.61780000
"1600" 1949 "SWITZERLAND" 0 0  7.339  8.435549 4.21803617 0 0 0 0  10 0.503707826 0.61780000
"1601" 1950 "SWITZERLAND" 0 0  6.691  8.442254 4.21803617 0 0 0 0  10 0.503707826 0.61780000
"1602" 1951 "SWITZERLAND" 0 0  6.813  8.454041 4.21803617 0 0 0 0  10 0.503707826 0.61780000
"1603" 1952 "SWITZERLAND" 0 0  7.272  8.466110 4.21803617 0 0 0 0  10 0.503707826 0.61780000
"1604" 1953 "SWITZERLAND" 0 0  7.122  8.478245 4.21803617 0 0 0 0  10 0.503707826 0.61780000
"1605" 1954 "SWITZERLAND" 0 0  7.297  8.490027 4.21803617 0 0 0 0  10 0.503707826 0.61780000
"1606" 1955 "SWITZERLAND" 0 0  7.690  8.501674 4.21803617 0 0 0 0  10 0.503707826 0.61780000
"1607" 1956 "SWITZERLAND" 0 0  8.102  8.513186 4.21803617 0 0 0 0  10 0.503707826 0.61780000
"1608" 1957 "SWITZERLAND" 0 0  8.539  8.528331 4.21803617 0 0 0 0  10 0.503707826 0.61780000
"1609" 1958 "SWITZERLAND" 0 0  8.678  8.543446 4.21803617 0 0 0 0  10 0.503707826 0.61780000
"1610" 1959 "SWITZERLAND" 0 0  8.224  8.558144 4.21803617 0 0 0 0  10 0.503707826 0.61780000
"1611" 1960 "SWITZERLAND" 0 0  8.803  8.572817 4.21803617 0 0 0 0  10 0.503707826 0.61780000
"1612" 1961 "SWITZERLAND" 0 0  9.409  8.587092 4.21803617 0 0 0 0  10 0.503707826 0.61780000
"1613" 1962 "SWITZERLAND" 0 0 10.077  8.600430 4.21803617 0 0 0 0  10 0.503707826 0.61780000
"1614" 1963 "SWITZERLAND" 0 0 10.322  8.625868 4.21803617 0 0 0 0  10 0.503707826 0.61780000
"1615" 1964 "SWITZERLAND" 0 0 10.583  8.647168 4.21803617 0 0 0 0  10 0.503707826 0.61780000
"1616" 1965 "SWITZERLAND" 0 0 10.979  8.663714 4.21803617 0 0 0 0  10 0.503707826 0.61780000
"1617" 1966 "SWITZERLAND" 0 0 11.150  8.675222 4.21803617 0 0 0 0  10 0.503707826 0.61780000
"1618" 1967 "SWITZERLAND" 0 0 11.307  8.685754 4.21803617 0 0 0 0  10 0.503707826 0.61780000
"1619" 1968 "SWITZERLAND" 0 0 11.519  8.698180 4.21803617 0 0 0 0  10 0.503707826 0.61780000
"1620" 1969 "SWITZERLAND" 0 0 11.778  8.710784 4.21803617 0 0 0 0  10 0.503707826 0.61780000
"1621" 1970 "SWITZERLAND" 0 0 12.316  8.721929 4.21803617 0 0 0 0  10 0.503707826 0.61780000
"1622" 1971 "SWITZERLAND" 0 0 12.942  8.743053 4.21803617 0 0 0 0  10 0.503707826 0.61780000
"1623" 1972 "SWITZERLAND" 0 0 13.335  8.752108 4.21803617 0 0 0 0  10 0.503707826 0.61780000
"1624" 1973 "SWITZERLAND" 0 0 13.599  8.761706 4.21803617 0 0 0 0  10 0.503707826 0.61780000
"1625" 1974 "SWITZERLAND" 0 0 13.905  8.768886 4.21803617 0 0 0 0  10 0.503707826 0.61780000
"1626" 1975 "SWITZERLAND" 0 0 14.091  8.770749 4.21803617 0 0 0 0  10 0.503707826 0.61780000
"1627" 1976 "SWITZERLAND" 0 0 12.991  8.764834 4.21803617 0 0 0 0  10 0.503707826 0.61780000
"1628" 1977 "SWITZERLAND" 0 0 12.845  8.755580 4.21803617 0 0 0 0  10 0.503707826 0.61780000
"1629" 1978 "SWITZERLAND" 0 0 13.169  8.752582 4.21803617 0 0 0 0  10 0.503707826 0.61780000
"1630" 1979 "SWITZERLAND" 0 0 13.183  8.754161 4.21803617 0 0 0 0  10 0.503707826 0.61780000
"1631" 1980 "SWITZERLAND" 0 0 13.535  8.756368 4.21803617 0 0 0 0  10 0.503707826 0.61780000
"1632" 1981 "SWITZERLAND" 0 0 14.301  8.751316 4.21803617 0 0 0 0  10 0.503707826 0.61780000
"1633" 1982 "SWITZERLAND" 0 0 14.387  8.756840 4.21803617 0 0 0 0  10 0.503707826 0.61780000
"1634" 1983 "SWITZERLAND" 0 0 14.146  8.762646 4.21803617 0 0 0 0  10 0.503707826 0.61780000
"1635" 1984 "SWITZERLAND" 0 0 14.207  8.767017 4.21803617 0 0 0 0  10 0.503707826 0.61780000
"1636" 1985 "SWITZERLAND" 0 0 14.397  8.770595 4.21803617 0 0 0 0  10 0.503707826 0.61780000
"1637" 1986 "SWITZERLAND" 0 0 14.864  8.774931 4.21803617 0 0 0 0  10 0.503707826 0.61780000
"1638" 1987 "SWITZERLAND" 0 0 15.251  8.780172 4.21803617 0 0 0 0  10 0.503707826 0.61780000
"1639" 1988 "SWITZERLAND" 0 0 15.491  8.786457 4.21803617 0 0 0 0  10 0.503707826 0.61780000
"1640" 1989 "SWITZERLAND" 0 0 15.862  8.790117 4.21803617 0 0 0 0  10 0.503707826 0.61780000
"1641" 1990 "SWITZERLAND" 0 0 16.304  8.801921 4.21803617 0 0 0 0  10 0.503707826 0.61780000
"1642" 1991 "SWITZERLAND" 0 0 16.505  8.811652 4.21803617 0 0 0 0  10 0.503707826 0.61780000
"1643" 1992 "SWITZERLAND" 0 0 16.245  8.823354 4.21803617 0 0 0 0  10 0.503707826 0.61780000
"1644" 1993 "SWITZERLAND" 0 0 15.887  8.840001 4.21803617 0 0 0 0  10 0.503707826 0.61780000
"1645" 1994 "SWITZERLAND" 0 0 15.667  8.844769 4.21803617 0 0 0 0  10 0.503707826 0.61780000
"1646" 1995 "SWITZERLAND" 0 0 15.624  8.852808 4.21803617 0 0 0 0  10 0.503707826 0.61780000
"1647" 1996 "SWITZERLAND" 0 0 15.598  8.859506 4.21803617 0 0 0 0  10 0.503707826 0.61780000
"1648" 1997 "SWITZERLAND" 0 0 15.575  8.864182 4.21803617 0 0 0 0  10 0.503707826 0.61780000
"1649" 1998 "SWITZERLAND" 0 0 15.805  8.866158 4.21803617 0 0 0 0  10 0.503707826 0.61780000
"1650" 1999 "SWITZERLAND" 0 0 16.080  8.868694 4.21803617 0 0 0 0  10 0.503707826 0.61780000
"1651" 1945 "SPAIN" 0 0  1.686 10.201591 3.11794996 1 0 0 0  -7 0.435880899 0.07740003
"1652" 1946 "SPAIN" 0 0  1.686 10.201591 3.11794996 1 0 0 0  -7 0.435880899 0.07740003
"1653" 1947 "SPAIN" 0 0  1.845 10.204037 3.11794996 1 0 0 0  -7 0.435880899 0.07740003
"1654" 1948 "SPAIN" 0 0  1.893 10.211781 3.11794996 1 0 0 0  -7 0.435880899 0.07740003
"1655" 1949 "SPAIN" 0 0  1.965 10.219611 3.11794996 1 0 0 0  -7 0.435880899 0.07740003
"1656" 1950 "SPAIN" 0 0  2.056 10.227381 3.11794996 1 0 0 0  -7 0.435880899 0.07740003
"1657" 1951 "SPAIN" 0 0  1.913 10.235234 3.11794996 1 0 0 0  -7 0.435880899 0.07740003
"1658" 1952 "SPAIN" 0 0  2.214 10.243668 3.11794996 1 0 0 0  -7 0.435880899 0.07740003
"1659" 1953 "SPAIN" 0 0  2.304 10.252171 3.11794996 1 0 0 0  -7 0.435880899 0.07740003
"1660" 1954 "SPAIN" 0 0  2.205 10.260463 3.11794996 1 0 0 0  -7 0.435880899 0.07740003
"1661" 1955 "SPAIN" 0 0  2.491 10.268721 3.11794996 1 0 0 0  -7 0.435880899 0.07740003
"1662" 1956 "SPAIN" 0 0  2.614 10.277015 3.11794996 1 0 0 0  -7 0.435880899 0.07740003
"1663" 1957 "SPAIN" 0 0  2.791 10.285582 3.11794996 1 0 0 0  -7 0.435880899 0.07740003
"1664" 1958 "SPAIN" 0 0  2.881 10.293941 3.11794996 1 0 0 0  -7 0.435880899 0.07740003
"1665" 1959 "SPAIN" 0 0  2.996 10.302364 3.11794996 1 0 0 0  -7 0.435880899 0.07740003
"1666" 1960 "SPAIN" 0 0  2.878 10.310718 3.11794996 1 0 0 0  -7 0.435880899 0.07740003
"1667" 1961 "SPAIN" 0 0  3.123 10.324005 3.11794996 1 0 0 0  -7 0.435880899 0.07740003
"1668" 1962 "SPAIN" 0 0  3.492 10.333515 3.11794996 1 0 0 0  -7 0.435880899 0.07740003
"1669" 1963 "SPAIN" 0 0  3.821 10.343902 3.11794996 1 0 0 0  -7 0.435880899 0.07740003
"1670" 1964 "SPAIN" 0 0  4.111 10.354372 3.11794996 1 0 0 0  -7 0.435880899 0.07740003
"1671" 1965 "SPAIN" 0 0  4.311 10.364766 3.11794996 1 0 0 0  -7 0.435880899 0.07740003
"1672" 1966 "SPAIN" 0 0  4.580 10.375239 3.11794996 1 0 0 0  -7 0.435880899 0.07740003
"1673" 1967 "SPAIN" 0 0  4.869 10.385729 3.11794996 1 0 0 0  -7 0.435880899 0.07740003
"1674" 1968 "SPAIN" 0 0  5.040 10.396200 3.11794996 1 0 0 0  -7 0.435880899 0.07740003
"1675" 1969 "SPAIN" 0 0  5.299 10.406684 3.11794996 1 0 0 0  -7 0.435880899 0.07740003
"1676" 1970 "SPAIN" 0 0  5.717 10.417150 3.11794996 1 0 0 0  -7 0.435880899 0.07740003
"1677" 1971 "SPAIN" 0 0  5.861 10.427594 3.11794996 1 0 0 0  -7 0.435880899 0.07740003
"1678" 1972 "SPAIN" 0 0  6.025 10.439689 3.11794996 1 0 0 0  -7 0.435880899 0.07740003
"1679" 1973 "SPAIN" 0 0  6.490 10.447206 3.11794996 1 0 0 0  -7 0.435880899 0.07740003
"1680" 1974 "SPAIN" 0 0  6.943 10.457660 3.11794996 1 0 0 0  -7 0.435880899 0.07740003
"1681" 1975 "SPAIN" 0 0  7.291 10.467295 3.11794996 1 0 0 0  -7 0.435880899 0.07740003
"1682" 1976 "SPAIN" 0 0  7.238 10.477711 3.11794996 1 0 0 1  -3 0.435880899 0.07740003
"1683" 1977 "SPAIN" 0 0  7.387 10.489523 3.11794996 1 0 0 1   1 0.435880899 0.07740003
"1684" 1978 "SPAIN" 0 0  7.444 10.501417 3.11794996 1 0 0 1   5 0.435880899 0.07740003
"1685" 1979 "SPAIN" 0 0  7.412 10.512655 3.11794996 1 0 0 1   9 0.435880899 0.07740003
"1686" 1980 "SPAIN" 0 0  7.348 10.521588 3.11794996 1 0 0 1   9 0.435880899 0.07740003
"1687" 1981 "SPAIN" 0 0  7.390 10.529052 3.11794996 1 0 0 1   9 0.435880899 0.07740003
"1688" 1982 "SPAIN" 0 0  7.239 10.538899 3.11794996 1 0 0 0   9 0.435880899 0.07740003
"1689" 1983 "SPAIN" 0 0  7.301 10.544815 3.11794996 1 0 0 0  10 0.435880899 0.07740003
"1690" 1984 "SPAIN" 0 0  7.375 10.549857 3.11794996 1 0 0 0  10 0.435880899 0.07740003
"1691" 1985 "SPAIN" 0 0  7.380 10.554301 3.11794996 1 0 0 0  10 0.435880899 0.07740003
"1692" 1986 "SPAIN" 0 0  7.536 10.560334 3.11794996 1 0 0 0  10 0.435880899 0.07740003
"1693" 1987 "SPAIN" 0 0  7.821 10.561137 3.11794996 1 0 0 0  10 0.435880899 0.07740003
"1694" 1988 "SPAIN" 0 0  8.291 10.564008 3.11794996 1 0 0 0  10 0.435880899 0.07740003
"1695" 1989 "SPAIN" 0 0  8.759 10.566407 3.11794996 1 0 0 0  10 0.435880899 0.07740003
"1696" 1990 "SPAIN" 0 0  9.238 10.568441 3.11794996 1 0 0 0  10 0.435880899 0.07740003
"1697" 1991 "SPAIN" 0 0  9.583 10.570265 3.11794996 1 0 0 0  10 0.435880899 0.07740003
"1698" 1992 "SPAIN" 0 0  9.769 10.571958 3.11794996 1 0 0 0  10 0.435880899 0.07740003
"1699" 1993 "SPAIN" 0 0  9.802 10.573494 3.11794996 1 0 0 0  10 0.435880899 0.07740003
"1700" 1994 "SPAIN" 0 0  9.669 10.573442 3.11794996 1 0 0 0  10 0.435880899 0.07740003
"1701" 1995 "SPAIN" 0 0  9.868 10.574977 3.11794996 1 0 0 0  10 0.435880899 0.07740003
"1702" 1996 "SPAIN" 0 0 10.120 10.576687 3.11794996 1 0 0 0  10 0.435880899 0.07740003
"1703" 1997 "SPAIN" 0 0 10.341 10.577841 3.11794996 1 0 0 0  10 0.435880899 0.07740003
"1704" 1998 "SPAIN" 0 0 10.724 10.579565 3.11794996 1 0 0 0  10 0.435880899 0.07740003
"1705" 1999 "SPAIN" 0 0 11.134 10.579606 3.11794996 1 0 0 0  10 0.435880899 0.07740003
"1706" 1945 "PORTUGAL" 0 0  0.944  8.995537 1.91692269 1 0 0 0  -9 0.005676270 0.11280000
"1707" 1946 "PORTUGAL" 0 0  0.944  8.995537 1.91692269 1 0 0 0  -9 0.005676270 0.11280000
"1708" 1947 "PORTUGAL" 0 0  0.951  9.001839 1.91692269 1 0 0 0  -9 0.005676270 0.11280000
"1709" 1948 "PORTUGAL" 0 0  1.208  9.010669 1.91692269 1 0 0 0  -9 0.005676270 0.11280000
"1710" 1949 "PORTUGAL" 0 0  1.178  9.019422 1.91692269 1 0 0 0  -9 0.005676270 0.11280000
"1711" 1950 "PORTUGAL" 0 0  1.124  9.027979 1.91692269 1 0 0 0  -9 0.005676270 0.11280000
"1712" 1951 "PORTUGAL" 0 0  1.208  9.036582 1.91692269 1 0 0 0  -9 0.005676270 0.11280000
"1713" 1952 "PORTUGAL" 0 0  1.323  9.041449 1.91692269 1 0 0 0  -9 0.005676270 0.11280000
"1714" 1953 "PORTUGAL" 0 0  1.380  9.046290 1.91692269 1 0 0 0  -9 0.005676270 0.11280000
"1715" 1954 "PORTUGAL" 0 0  1.451  9.051110 1.91692269 1 0 0 0  -9 0.005676270 0.11280000
"1716" 1955 "PORTUGAL" 0 0  1.496  9.055906 1.91692269 1 0 0 0  -9 0.005676270 0.11280000
"1717" 1956 "PORTUGAL" 0 0  1.539  9.060679 1.91692269 1 0 0 0  -9 0.005676270 0.11280000
"1718" 1957 "PORTUGAL" 0 0  1.600  9.065661 1.91692269 1 0 0 0  -9 0.005676270 0.11280000
"1719" 1958 "PORTUGAL" 0 0  1.677  9.070619 1.91692269 1 0 0 0  -9 0.005676270 0.11280000
"1720" 1959 "PORTUGAL" 0 0  1.683  9.075551 1.91692269 1 0 0 0  -9 0.005676270 0.11280000
"1721" 1960 "PORTUGAL" 0 0  1.771  9.080573 1.91692269 1 0 0 0  -9 0.005676270 0.11280000
"1722" 1961 "PORTUGAL" 0 0  1.869  9.098626 1.91692269 1 0 0 0  -9 0.005676270 0.11280000
"1723" 1962 "PORTUGAL" 0 0  2.001  9.097956 1.91692269 1 0 0 0  -9 0.005676270 0.11280000
"1724" 1963 "PORTUGAL" 0 0  2.070  9.107200 1.91692269 1 0 0 0  -9 0.005676270 0.11280000
"1725" 1964 "PORTUGAL" 0 0  2.192  9.113939 1.91692269 1 0 0 0  -9 0.005676270 0.11280000
"1726" 1965 "PORTUGAL" 0 0  2.244  9.118554 1.91692269 1 0 0 0  -9 0.005676270 0.11280000
"1727" 1966 "PORTUGAL" 0 0  2.407  9.119211 1.91692269 1 0 0 0  -9 0.005676270 0.11280000
"1728" 1967 "PORTUGAL" 0 0  2.469  9.116908 1.91692269 1 0 0 0  -9 0.005676270 0.11280000
"1729" 1968 "PORTUGAL" 0 0  2.646  9.116360 1.91692269 1 0 0 0  -9 0.005676270 0.11280000
"1730" 1969 "PORTUGAL" 0 0  2.922  9.117677 1.91692269 1 0 0 0  -9 0.005676270 0.11280000
"1731" 1970 "PORTUGAL" 0 0  3.006  9.115700 1.91692269 1 0 0 0  -9 0.005676270 0.11280000
"1732" 1971 "PORTUGAL" 0 0  3.306  9.109857 1.91692269 1 0 0 0  -9 0.005676270 0.11280000
"1733" 1972 "PORTUGAL" 0 0  3.740  9.064621 1.91692269 1 0 0 0  -9 0.005676270 0.11280000
"1734" 1973 "PORTUGAL" 0 0  3.994  9.063116 1.91692269 1 0 0 0  -9 0.005676270 0.11280000
"1735" 1974 "PORTUGAL" 0 0  4.459  9.063348 1.91692269 1 0 0 0  -9 0.005676270 0.11280000
"1736" 1975 "PORTUGAL" 0 0  4.645  9.077266 1.91692269 1 0 0 1  -3 0.005676270 0.11280000
"1737" 1976 "PORTUGAL" 0 0  4.310  9.115260 1.91692269 1 0 0 1   3 0.005676270 0.11280000
"1738" 1977 "PORTUGAL" 0 0  4.461  9.143666 1.91692269 1 0 0 1   9 0.005676270 0.11280000
"1739" 1978 "PORTUGAL" 0 0  4.644  9.154299 1.91692269 1 0 0 1   9 0.005676270 0.11280000
"1740" 1979 "PORTUGAL" 0 0  4.690  9.165133 1.91692269 1 0 0 1   9 0.005676270 0.11280000
"1741" 1980 "PORTUGAL" 0 0  4.848  9.175853 1.91692269 1 0 0 0   9 0.005676270 0.11280000
"1742" 1981 "PORTUGAL" 0 0  4.982  9.186663 1.91692269 1 0 0 0   9 0.005676270 0.11280000
