"year" "country" "new.onset" "warl" "gdpenl" "lpopl1" "lmtnest" "ncontig" "Oil" "nwstate" "instab" "polity2l" "ethfrac" "relfrac"
"1" 1945 "USA" 0 0  7.626 11.856296 3.21486783 1 0 0 0  10 0.356950104 0.59599996
"2" 1946 "USA" 0 0  7.626 11.856296 3.21486783 1 0 0 0  10 0.356950104 0.59599996
"3" 1947 "USA" 0 0  7.654 11.863132 3.21486783 1 0 0 0  10 0.356950104 0.59599996
"4" 1948 "USA" 0 0  8.025 11.868591 3.21486783 1 0 0 0  10 0.356950104 0.59599996
"5" 1949 "USA" 0 0  8.270 11.886735 3.21486783 1 0 0 0  10 0.356950104 0.59599996
"6" 1950 "USA" 0 0  8.040 11.904880 3.21486783 1 0 0 0  10 0.356950104 0.59599996
"7" 1951 "USA" 0 0  8.772 11.933431 3.21486783 1 0 0 0  10 0.356950104 0.59599996
"8" 1952 "USA" 0 0  9.109 11.951180 3.21486783 1 0 0 0  10 0.356950104 0.59599996
"9" 1953 "USA" 0 0  9.074 11.968621 3.21486783 1 0 0 0  10 0.356950104 0.59599996
"10" 1954 "USA" 0 0  9.300 11.985893 3.21486783 1 0 0 0  10 0.356950104 0.59599996
"11" 1955 "USA" 0 0  9.089 12.002744 3.21486783 1 0 0 0  10 0.356950104 0.59599996
"12" 1956 "USA" 0 0  9.723 12.019316 3.21486783 1 0 0 0  10 0.356950104 0.59599996
"13" 1957 "USA" 0 0  9.712 12.036956 3.21486783 1 0 0 0  10 0.356950104 0.59599996
"14" 1958 "USA" 0 0  9.643 12.054290 3.21486783 1 0 0 0  10 0.356950104 0.59599996
"15" 1959 "USA" 0 0  9.370 12.071209 3.21486783 1 0 0 0  10 0.356950104 0.59599996
"16" 1960 "USA" 0 0  9.839 12.087965 3.21486783 1 0 0 0  10 0.356950104 0.59599996
"17" 1961 "USA" 0 0  9.895 12.104445 3.21486783 1 0 0 0  10 0.356950104 0.59599996
"18" 1962 "USA" 0 0  9.946 12.120989 3.21486783 1 0 0 0  10 0.356950104 0.59599996
"19" 1963 "USA" 0 0 10.358 12.136385 3.21486783 1 0 0 0  10 0.356950104 0.59599996
"20" 1964 "USA" 0 0 10.642 12.150792 3.21486783 1 0 0 0  10 0.356950104 0.59599996
"21" 1965 "USA" 0 0 11.072 12.164672 3.21486783 1 0 0 0  10 0.356950104 0.59599996
"22" 1966 "USA" 0 0 11.649 12.177205 3.21486783 1 0 0 0  10 0.356950104 0.59599996
"23" 1967 "USA" 0 0 12.164 12.188744 3.21486783 1 0 0 0  10 0.356950104 0.59599996
"24" 1968 "USA" 0 0 12.318 12.199637 3.21486783 1 0 0 0  10 0.356950104 0.59599996
"25" 1969 "USA" 0 0 12.723 12.209597 3.21486783 1 0 0 0  10 0.356950104 0.59599996
"26" 1970 "USA" 0 0 12.975 12.219359 3.21486783 1 0 0 0  10 0.356950104 0.59599996
"27" 1971 "USA" 0 0 12.963 12.231019 3.21486783 1 0 0 0  10 0.356950104 0.59599996
"28" 1972 "USA" 0 0 13.233 12.243662 3.21486783 1 0 0 0  10 0.356950104 0.59599996
"29" 1973 "USA" 0 0 13.747 12.254368 3.21486783 1 0 0 0  10 0.356950104 0.59599996
"30" 1974 "USA" 0 0 14.379 12.263912 3.21486783 1 0 0 0  10 0.356950104 0.59599996
"31" 1975 "USA" 0 0 14.078 12.273048 3.21486783 1 0 0 0  10 0.356950104 0.59599996
"32" 1976 "USA" 0 0 13.682 12.282908 3.21486783 1 0 0 0  10 0.356950104 0.59599996
"33" 1977 "USA" 0 0 14.271 12.292411 3.21486783 1 0 0 0  10 0.356950104 0.59599996
"34" 1978 "USA" 0 0 14.832 12.302468 3.21486783 1 0 0 0  10 0.356950104 0.59599996
"35" 1979 "USA" 0 0 15.440 12.313065 3.21486783 1 0 0 0  10 0.356950104 0.59599996
"36" 1980 "USA" 0 0 15.637 12.324100 3.21486783 1 0 0 0  10 0.356950104 0.59599996
"37" 1981 "USA" 0 0 15.295 12.336035 3.21486783 1 0 0 0  10 0.356950104 0.59599996
"38" 1982 "USA" 0 0 15.502 12.346435 3.21486783 1 0 0 0  10 0.356950104 0.59599996
"39" 1983 "USA" 0 0 14.897 12.356731 3.21486783 1 0 0 0  10 0.356950104 0.59599996
"40" 1984 "USA" 0 0 15.290 12.366485 3.21486783 1 0 0 0  10 0.356950104 0.59599996
"41" 1985 "USA" 0 0 16.255 12.375819 3.21486783 1 0 0 0  10 0.356950104 0.59599996
"42" 1986 "USA" 0 0 16.570 12.385386 3.21486783 1 0 0 0  10 0.356950104 0.59599996
"43" 1987 "USA" 0 0 16.848 12.395143 3.21486783 1 0 0 0  10 0.356950104 0.59599996
"44" 1988 "USA" 0 0 17.186 12.404686 3.21486783 1 0 0 0  10 0.356950104 0.59599996
"45" 1989 "USA" 0 0 17.710 12.414334 3.21486783 1 0 0 0  10 0.356950104 0.59599996
"46" 1990 "USA" 0 0 18.095 12.422115 3.21486783 1 0 0 0  10 0.356950104 0.59599996
"47" 1991 "USA" 0 0 18.054 12.430703 3.21486783 1 0 0 0  10 0.356950104 0.59599996
"48" 1992 "USA" 0 0 17.594 12.439911 3.21486783 1 0 0 0  10 0.356950104 0.59599996
"49" 1993 "USA" 0 0 17.945 12.449018 3.21486783 1 0 0 0  10 0.356950104 0.59599996
"50" 1994 "USA" 0 0 18.203 12.459757 3.21486783 1 0 0 0  10 0.356950104 0.59599996
"51" 1995 "USA" 0 0 18.703 12.469560 3.21486783 1 0 0 0  10 0.356950104 0.59599996
"52" 1996 "USA" 0 0 18.957 12.479000 3.21486783 1 0 0 0  10 0.356950104 0.59599996
"53" 1997 "USA" 0 0 19.386 12.488160 3.21486783 1 0 0 0  10 0.356950104 0.59599996
"54" 1998 "USA" 0 0 19.995 12.497383 3.21486783 1 0 0 0  10 0.356950104 0.59599996
"55" 1999 "USA" 0 0 20.613 12.506285 3.21486783 1 0 0 0  10 0.356950104 0.59599996
"56" 1945 "CANADA" 0 0  5.188  9.424968 2.79728127 0 0 0 0  10 0.754994035 0.63119996
"57" 1946 "CANADA" 0 0  5.188  9.424968 2.79728127 0 0 0 0  10 0.754994035 0.63119996
"58" 1947 "CANADA" 0 0  5.360  9.443196 2.79728127 0 0 0 0  10 0.754994035 0.63119996
"59" 1948 "CANADA" 0 0  5.532  9.464052 2.79728127 0 0 0 0  10 0.754994035 0.63119996
"60" 1949 "CANADA" 0 0  5.730  9.485469 2.79728127 0 0 0 0  10 0.754994035 0.63119996
"61" 1950 "CANADA" 0 0  5.745  9.508592 2.79728127 0 0 0 0  10 0.754994035 0.63119996
"62" 1951 "CANADA" 0 0  6.380  9.527848 2.79728127 0 0 0 0  10 0.754994035 0.63119996
"63" 1952 "CANADA" 0 0  6.511  9.556622 2.79728127 0 0 0 0  10 0.754994035 0.63119996
"64" 1953 "CANADA" 0 0  6.779  9.584453 2.79728127 0 0 0 0  10 0.754994035 0.63119996
"65" 1954 "CANADA" 0 0  6.901  9.611597 2.79728127 0 0 0 0  10 0.754994035 0.63119996
"66" 1955 "CANADA" 0 0  6.579  9.637959 2.79728127 0 0 0 0  10 0.754994035 0.63119996
"67" 1956 "CANADA" 0 0  6.978  9.663643 2.79728127 0 0 0 0  10 0.754994035 0.63119996
"68" 1957 "CANADA" 0 0  7.435  9.690913 2.79728127 0 0 0 0  10 0.754994035 0.63119996
"69" 1958 "CANADA" 0 0  7.341  9.717459 2.79728127 0 0 0 0  10 0.754994035 0.63119996
"70" 1959 "CANADA" 0 0  7.194  9.743319 2.79728127 0 0 0 0  10 0.754994035 0.63119996
"71" 1960 "CANADA" 0 0  7.304  9.768527 2.79728127 0 0 0 0  10 0.754994035 0.63119996
"72" 1961 "CANADA" 0 0  7.258  9.793115 2.79728127 0 0 0 0  10 0.754994035 0.63119996
"73" 1962 "CANADA" 0 0  7.261  9.813016 2.79728127 0 0 0 0  10 0.754994035 0.63119996
"74" 1963 "CANADA" 0 0  7.605  9.831669 2.79728127 0 0 0 0  10 0.754994035 0.63119996
"75" 1964 "CANADA" 0 0  7.876  9.850245 2.79728127 0 0 0 0  10 0.754994035 0.63119996
"76" 1965 "CANADA" 0 0  8.244  9.869206 2.79728127 0 0 0 0  10 0.754994035 0.63119996
"77" 1966 "CANADA" 0 0  8.664  9.887257 2.79728127 0 0 0 0  10 0.754994035 0.63119996
"78" 1967 "CANADA" 0 0  9.093  9.905934 2.79728127 0 0 0 0  10 0.754994035 0.63119996
"79" 1968 "CANADA" 0 0  9.231  9.923829 2.79728127 0 0 0 0  10 0.754994035 0.63119996
"80" 1969 "CANADA" 0 0  9.582  9.940012 2.79728127 0 0 0 0  10 0.754994035 0.63119996
"81" 1970 "CANADA" 0 0  9.975  9.953610 2.79728127 0 0 0 0  10 0.754994035 0.63119996
"82" 1971 "CANADA" 0 0 10.124  9.967588 2.79728127 0 0 0 0  10 0.754994035 0.63119996
"83" 1972 "CANADA" 0 0 10.599  9.980078 2.79728127 0 0 0 0  10 0.754994035 0.63119996
"84" 1973 "CANADA" 0 0 11.125  9.990674 2.79728127 0 0 0 0  10 0.754994035 0.63119996
"85" 1974 "CANADA" 0 0 11.854 10.002065 2.79728127 0 0 0 0  10 0.754994035 0.63119996
"86" 1975 "CANADA" 0 0 12.225 10.015208 2.79728127 0 0 0 0  10 0.754994035 0.63119996
"87" 1976 "CANADA" 0 0 12.287 10.029988 2.79728127 0 0 0 0  10 0.754994035 0.63119996
"88" 1977 "CANADA" 0 0 12.929 10.042945 2.79728127 0 0 0 0  10 0.754994035 0.63119996
"89" 1978 "CANADA" 0 0 13.184 10.055049 2.79728127 0 0 0 0  10 0.754994035 0.63119996
"90" 1979 "CANADA" 0 0 13.631 10.065479 2.79728127 0 0 0 0  10 0.754994035 0.63119996
"91" 1980 "CANADA" 0 0 14.114 10.075212 2.79728127 0 0 0 0  10 0.754994035 0.63119996
"92" 1981 "CANADA" 0 0 14.133 10.087599 2.79728127 0 0 0 0  10 0.754994035 0.63119996
"93" 1982 "CANADA" 0 0 14.555 10.099958 2.79728127 0 0 0 0  10 0.754994035 0.63119996
"94" 1983 "CANADA" 0 0 13.740 10.109811 2.79728127 0 0 0 0  10 0.754994035 0.63119996
"95" 1984 "CANADA" 0 0 14.105 10.118074 2.79728127 0 0 0 0  10 0.754994035 0.63119996
"96" 1985 "CANADA" 0 0 14.954 10.125751 2.79728127 0 0 0 0  10 0.754994035 0.63119996
"97" 1986 "CANADA" 0 0 15.589 10.133209 2.79728127 0 0 0 0  10 0.754994035 0.63119996
"98" 1987 "CANADA" 0 0 16.029 10.140653 2.79728127 0 0 0 0  10 0.754994035 0.63119996
"99" 1988 "CANADA" 0 0 16.602 10.151323 2.79728127 0 0 0 0  10 0.754994035 0.63119996
"100" 1989 "CANADA" 0 0 17.258 10.163927 2.79728127 0 0 0 0  10 0.754994035 0.63119996
"101" 1990 "CANADA" 0 0 17.524 10.174239 2.79728127 0 0 0 0  10 0.754994035 0.63119996
"102" 1991 "CANADA" 0 0 17.173 10.185730 2.79728127 0 0 0 0  10 0.754994035 0.63119996
"103" 1992 "CANADA" 0 0 16.368 10.214642 2.79728127 0 0 0 0  10 0.754994035 0.63119996
"104" 1993 "CANADA" 0 0 16.362 10.219939 2.79728127 0 0 0 0  10 0.754994035 0.63119996
"105" 1994 "CANADA" 0 0 16.556 10.273222 2.79728127 0 0 0 0  10 0.754994035 0.63119996
"106" 1995 "CANADA" 0 0 17.173 10.283840 2.79728127 0 0 0 0  10 0.754994035 0.63119996
"107" 1996 "CANADA" 0 0 17.498 10.296037 2.79728127 0 0 0 0  10 0.754994035 0.63119996
"108" 1997 "CANADA" 0 0 17.576 10.307925 2.79728127 0 0 0 0  10 0.754994035 0.63119996
"109" 1998 "CANADA" 0 0 18.154 10.318460 2.79728127 0 0 0 0  10 0.754994035 0.63119996
"110" 1999 "CANADA" 0 0 18.593 10.328298 2.79728127 0 0 0 0  10 0.754994035 0.63119996
"113" 1947 "CUBA" 0 0  2.127  8.524963 1.69410706 0 0 0 0   3 0.035723627 0.25500000
"114" 1948 "CUBA" 0 0  2.136  8.547140 1.69410706 0 0 0 0   3 0.035723627 0.25500000
"115" 1949 "CUBA" 0 0  2.051  8.573007 1.69410706 0 0 0 0   3 0.035723627 0.25500000
"116" 1950 "CUBA" 0 0  2.372  8.593969 1.69410706 0 0 0 0   3 0.035723627 0.25500000
"117" 1951 "CUBA" 0 0  2.443  8.615408 1.69410706 0 0 0 0   3 0.035723627 0.25500000
"118" 1952 "CUBA" 0 0  2.481  8.637284 1.69410706 0 0 0 0   3 0.035723627 0.25500000
"119" 1953 "CUBA" 0 0  2.514  8.658519 1.69410706 0 0 0 1   0 0.035723627 0.25500000
"120" 1954 "CUBA" 0 0  2.443  8.720787 1.69410706 0 0 0 1  -3 0.035723627 0.25500000
"121" 1955 "CUBA" 0 0  2.401  8.740976 1.69410706 0 0 0 1  -6 0.035723627 0.25500000
"122" 1956 "CUBA" 0 0  2.465  8.761080 1.69410706 0 0 0 1  -9 0.035723627 0.25500000
"123" 1957 "CUBA" 0 0  2.527  8.781555 1.69410706 0 0 0 1  -9 0.035723627 0.25500000
"124" 1958 "CUBA" 1 0  2.695  8.801018 1.69410706 0 0 0 1  -9 0.035723627 0.25500000
"125" 1959 "CUBA" 0 1  2.708  8.819221 1.69410706 0 0 0 0  -9 0.035723627 0.25500000
"126" 1960 "CUBA" 0 1  2.775  8.839421 1.69410706 0 0 0 1   0 0.035723627 0.25500000
"127" 1961 "CUBA" 0 0  2.821  8.857515 1.69410706 0 0 0 1  -4 0.035723627 0.25500000
"128" 1962 "CUBA" 0 0  2.901  8.872627 1.69410706 0 0 0 1  -7 0.035723627 0.25500000
"129" 1963 "CUBA" 0 0  3.035  8.889308 1.69410706 0 0 0 1  -7 0.035723627 0.25500000
"130" 1964 "CUBA" 0 0  2.922  8.911261 1.69410706 0 0 0 1  -7 0.035723627 0.25500000
"131" 1965 "CUBA" 0 0  2.998  8.937481 1.69410706 0 0 0 0  -7 0.035723627 0.25500000
"132" 1966 "CUBA" 0 0  2.989  8.963161 1.69410706 0 0 0 0  -7 0.035723627 0.25500000
"133" 1967 "CUBA" 0 0  3.069  8.985320 1.69410706 0 0 0 0  -7 0.035723627 0.25500000
"134" 1968 "CUBA" 0 0  3.115  9.004422 1.69410706 0 0 0 0  -7 0.035723627 0.25500000
"135" 1969 "CUBA" 0 0  3.127  9.022081 1.69410706 0 0 0 0  -7 0.035723627 0.25500000
"136" 1970 "CUBA" 0 0  3.242  9.038484 1.69410706 0 0 0 0  -7 0.035723627 0.25500000
"137" 1971 "CUBA" 0 0  3.308  9.053803 1.69410706 0 0 0 0  -7 0.035723627 0.25500000
"138" 1972 "CUBA" 0 0  3.206  9.070158 1.69410706 0 0 0 0  -7 0.035723627 0.25500000
"139" 1973 "CUBA" 0 0  3.238  9.089528 1.69410706 0 0 0 0  -7 0.035723627 0.25500000
"140" 1974 "CUBA" 0 0  3.305  9.108972 1.69410706 0 0 0 0  -7 0.035723627 0.25500000
"141" 1975 "CUBA" 0 0  3.312  9.126307 1.69410706 0 0 0 0  -7 0.035723627 0.25500000
"142" 1976 "CUBA" 0 0  3.524  9.137662 1.69410706 0 0 0 0  -7 0.035723627 0.25500000
"143" 1977 "CUBA" 0 0  3.384  9.151651 1.69410706 0 0 0 0  -7 0.035723627 0.25500000
"144" 1978 "CUBA" 0 0  3.606  9.163982 1.69410706 0 0 0 0  -7 0.035723627 0.25500000
"145" 1979 "CUBA" 0 0  3.645  9.174091 1.69410706 0 0 0 0  -7 0.035723627 0.25500000
"146" 1980 "CUBA" 0 0  3.688  9.179984 1.69410706 0 0 0 0  -7 0.035723627 0.25500000
"147" 1981 "CUBA" 0 0  3.794  9.183380 1.69410706 0 0 0 0  -7 0.035723627 0.25500000
"148" 1982 "CUBA" 0 0  3.886  9.187481 1.69410706 0 0 0 0  -7 0.035723627 0.25500000
"149" 1983 "CUBA" 0 0  3.841  9.190240 1.69410706 0 0 0 0  -7 0.035723627 0.25500000
"150" 1984 "CUBA" 0 0  3.808  9.199987 1.69410706 0 0 0 0  -7 0.035723627 0.25500000
"151" 1985 "CUBA" 0 0  3.909  9.209741 1.69410706 0 0 0 0  -7 0.035723627 0.25500000
"152" 1986 "CUBA" 0 0  3.833  9.220093 1.69410706 0 0 0 0  -7 0.035723627 0.25500000
"153" 1987 "CUBA" 0 0  3.913  9.230045 1.69410706 0 0 0 0  -7 0.035723627 0.25500000
"154" 1988 "CUBA" 0 0  3.900  9.239996 1.69410706 0 0 0 0  -7 0.035723627 0.25500000
"155" 1989 "CUBA" 0 0  3.990  9.250714 1.69410706 0 0 0 0  -7 0.035723627 0.25500000
"156" 1990 "CUBA" 0 0  4.059  9.261318 1.69410706 0 0 0 0  -7 0.035723627 0.25500000
"157" 1991 "CUBA" 0 0  3.980  9.271811 1.69410706 0 0 0 0  -7 0.035723627 0.25500000
"158" 1992 "CUBA" 0 0  3.986  9.281358 1.69410706 0 0 0 0  -7 0.035723627 0.25500000
"168" 1947 "HAITI" 0 0  0.765  7.992945 2.79728127 0 0 0 1  -1 0.013591230 0.33279997
"169" 1948 "HAITI" 0 0  0.765  8.014336 2.79728127 0 0 0 1  -2 0.013591230 0.33279997
"170" 1949 "HAITI" 0 0  0.767  8.026170 2.79728127 0 0 0 1  -3 0.013591230 0.33279997
"171" 1950 "HAITI" 0 0  0.859  8.038189 2.79728127 0 0 0 1  -4 0.013591230 0.33279997
"172" 1951 "HAITI" 0 0  0.856  8.054840 2.79728127 0 0 0 1  -5 0.013591230 0.33279997
"173" 1952 "HAITI" 0 0  0.861  8.067149 2.79728127 0 0 0 1  -5 0.013591230 0.33279997
"174" 1953 "HAITI" 0 0  0.820  8.086718 2.79728127 0 0 0 0  -5 0.013591230 0.33279997
"175" 1954 "HAITI" 0 0  0.892  8.102283 2.79728127 0 0 0 0  -5 0.013591230 0.33279997
"176" 1955 "HAITI" 0 0  0.867  8.117908 2.79728127 0 0 0 0  -5 0.013591230 0.33279997
"177" 1956 "HAITI" 0 0  0.919  8.133588 2.79728127 0 0 0 0  -5 0.013591230 0.33279997
"178" 1957 "HAITI" 0 0  0.898  8.149024 2.79728127 0 0 0 0  -5 0.013591230 0.33279997
"179" 1958 "HAITI" 0 0  0.889  8.164511 2.79728127 0 0 0 0  -5 0.013591230 0.33279997
"180" 1959 "HAITI" 0 0  0.919  8.179761 2.79728127 0 0 0 1  -8 0.013591230 0.33279997
"181" 1960 "HAITI" 0 0  0.929  8.195058 2.79728127 0 0 0 1  -8 0.013591230 0.33279997
"182" 1961 "HAITI" 0 0  0.924  8.257645 2.79728127 0 0 0 1  -8 0.013591230 0.33279997
"183" 1962 "HAITI" 0 0  0.879  8.274611 2.79728127 0 0 0 0  -9 0.013591230 0.33279997
"184" 1963 "HAITI" 0 0  0.908  8.291547 2.79728127 0 0 0 0  -9 0.013591230 0.33279997
"185" 1964 "HAITI" 0 0  0.889  8.308446 2.79728127 0 0 0 0  -9 0.013591230 0.33279997
"186" 1965 "HAITI" 0 0  0.878  8.325306 2.79728127 0 0 0 0  -9 0.013591230 0.33279997
"187" 1966 "HAITI" 0 0  0.894  8.342125 2.79728127 0 0 0 0  -9 0.013591230 0.33279997
"188" 1967 "HAITI" 0 0  0.892  8.356085 2.79728127 0 0 0 0  -9 0.013591230 0.33279997
"189" 1968 "HAITI" 0 0  0.837  8.370085 2.79728127 0 0 0 0  -9 0.013591230 0.33279997
"190" 1969 "HAITI" 0 0  0.839  8.384119 2.79728127 0 0 0 0  -9 0.013591230 0.33279997
"191" 1970 "HAITI" 0 0  0.849  8.397734 2.79728127 0 0 0 0  -9 0.013591230 0.33279997
"192" 1971 "HAITI" 0 0  0.834  8.419580 2.79728127 0 0 0 0  -9 0.013591230 0.33279997
"193" 1972 "HAITI" 0 0  0.894  8.433376 2.79728127 0 0 0 0 -10 0.013591230 0.33279997
"194" 1973 "HAITI" 0 0  0.882  8.450412 2.79728127 0 0 0 0 -10 0.013591230 0.33279997
"195" 1974 "HAITI" 0 0  0.856  8.467373 2.79728127 0 0 0 0 -10 0.013591230 0.33279997
"196" 1975 "HAITI" 0 0  0.883  8.484257 2.79728127 0 0 0 0 -10 0.013591230 0.33279997
"197" 1976 "HAITI" 0 0  0.843  8.501063 2.79728127 0 0 0 0 -10 0.013591230 0.33279997
"198" 1977 "HAITI" 0 0  0.911  8.517793 2.79728127 0 0 0 0 -10 0.013591230 0.33279997
"199" 1978 "HAITI" 0 0  0.920  8.534444 2.79728127 0 0 0 0  -9 0.013591230 0.33279997
"200" 1979 "HAITI" 0 0  0.943  8.551208 2.79728127 0 0 0 0  -9 0.013591230 0.33279997
"201" 1980 "HAITI" 0 0  0.966  8.568076 2.79728127 0 0 0 0  -9 0.013591230 0.33279997
"202" 1981 "HAITI" 0 0  1.033  8.585412 2.79728127 0 0 0 0  -9 0.013591230 0.33279997
"203" 1982 "HAITI" 0 0  1.010  8.603004 2.79728127 0 0 0 0  -9 0.013591230 0.33279997
"204" 1983 "HAITI" 0 0  0.933  8.620832 2.79728127 0 0 0 0  -9 0.013591230 0.33279997
"205" 1984 "HAITI" 0 0  0.927  8.639057 2.79728127 0 0 0 0  -9 0.013591230 0.33279997
"206" 1985 "HAITI" 0 0  0.902  8.657651 2.79728127 0 0 0 0  -9 0.013591230 0.33279997
"207" 1986 "HAITI" 0 0  0.911  8.676758 2.79728127 0 0 0 0  -9 0.013591230 0.33279997
"208" 1987 "HAITI" 0 0  0.902  8.696176 2.79728127 0 0 0 1  -8 0.013591230 0.33279997
"209" 1988 "HAITI" 0 0  0.882  8.715880 2.79728127 0 0 0 1  -8 0.013591230 0.33279997
"210" 1989 "HAITI" 0 0  0.849  8.735686 2.79728127 0 0 0 1  -7 0.013591230 0.33279997
"211" 1990 "HAITI" 0 0  0.834  8.755580 2.79728127 0 0 0 1  -6 0.013591230 0.33279997
"212" 1991 "HAITI" 1 0  0.851  8.777401 2.79728127 0 0 0 1   7 0.013591230 0.33279997
"213" 1992 "HAITI" 0 1  0.836  8.798606 2.79728127 0 0 0 1  -7 0.013591230 0.33279997
"214" 1993 "HAITI" 0 1  0.711  8.818778 2.79728127 0 0 0 1  -7 0.013591230 0.33279997
"215" 1994 "HAITI" 0 1  0.680  8.833545 2.79728127 0 0 0 1  -7 0.013591230 0.33279997
"216" 1995 "HAITI" 0 1  0.611  8.854956 2.79728127 0 0 0 1   7 0.013591230 0.33279997
"217" 1996 "HAITI" 0 1  0.623  8.877382 2.79728127 0 0 0 1   7 0.013591230 0.33279997
"218" 1997 "HAITI" 0 0  0.626  8.900549 2.79728127 0 0 0 1   7 0.013591230 0.33279997
"219" 1998 "HAITI" 0 0  0.621  8.921591 2.79728127 0 0 0 0   7 0.013591230 0.33279997
"220" 1999 "HAITI" 0 0  0.627  8.940455 2.79728127 0 0 0 0   7 0.013591230 0.33279997
"223" 1947 "DOMINICAN REP." 0 0  0.668  7.567863 2.85647011 0 0 0 0  -9 0.036988795 0.09500003
"224" 1948 "DOMINICAN REP." 0 0  0.731  7.591862 2.85647011 0 0 0 0  -9 0.036988795 0.09500003
"225" 1949 "DOMINICAN REP." 0 0  0.782  7.618742 2.85647011 0 0 0 0  -9 0.036988795 0.09500003
"226" 1950 "DOMINICAN REP." 0 0  0.911  7.647309 2.85647011 0 0 0 0  -9 0.036988795 0.09500003
"227" 1951 "DOMINICAN REP." 0 0  0.949  7.797702 2.85647011 0 0 0 0  -9 0.036988795 0.09500003
"228" 1952 "DOMINICAN REP." 0 0  1.065  7.829630 2.85647011 0 0 0 0  -9 0.036988795 0.09500003
"229" 1953 "DOMINICAN REP." 0 0  1.065  7.860956 2.85647011 0 0 0 0  -9 0.036988795 0.09500003
"230" 1954 "DOMINICAN REP." 0 0  1.024  7.891331 2.85647011 0 0 0 0  -9 0.036988795 0.09500003
"231" 1955 "DOMINICAN REP." 0 0  1.059  7.920446 2.85647011 0 0 0 0  -9 0.036988795 0.09500003
"232" 1956 "DOMINICAN REP." 0 0  1.082  7.949091 2.85647011 0 0 0 0  -9 0.036988795 0.09500003
"233" 1957 "DOMINICAN REP." 0 0  1.155  7.985825 2.85647011 0 0 0 0  -9 0.036988795 0.09500003
"234" 1958 "DOMINICAN REP." 0 0  1.197  8.020927 2.85647011 0 0 0 0  -9 0.036988795 0.09500003
"235" 1959 "DOMINICAN REP." 0 0  1.223  8.054840 2.85647011 0 0 0 0  -9 0.036988795 0.09500003
"236" 1960 "DOMINICAN REP." 0 0  1.163  8.087641 2.85647011 0 0 0 0  -9 0.036988795 0.09500003
"237" 1961 "DOMINICAN REP." 0 0  1.195  8.109225 2.85647011 0 0 0 0  -9 0.036988795 0.09500003
"238" 1962 "DOMINICAN REP." 0 0  1.143  8.137689 2.85647011 0 0 0 1  -3 0.036988795 0.09500003
"239" 1963 "DOMINICAN REP." 0 0  1.354  8.166216 2.85647011 0 0 0 1   3 0.036988795 0.09500003
"240" 1964 "DOMINICAN REP." 0 0  1.439  8.194781 2.85647011 0 0 0 1   8 0.036988795 0.09500003
"241" 1965 "DOMINICAN REP." 1 0  1.504  8.223359 2.85647011 0 0 0 1   0 0.036988795 0.09500003
"242" 1966 "DOMINICAN REP." 0 1  1.271  8.251925 2.85647011 0 0 0 1   0 0.036988795 0.09500003
"243" 1967 "DOMINICAN REP." 0 0  1.414  8.280204 2.85647011 0 0 0 1  -3 0.036988795 0.09500003
"244" 1968 "DOMINICAN REP." 0 0  1.396  8.308938 2.85647011 0 0 0 1  -3 0.036988795 0.09500003
"245" 1969 "DOMINICAN REP." 0 0  1.369  8.337588 2.85647011 0 0 0 1  -3 0.036988795 0.09500003
"246" 1970 "DOMINICAN REP." 0 0  1.464  8.365905 2.85647011 0 0 0 0  -3 0.036988795 0.09500003
"247" 1971 "DOMINICAN REP." 0 0  1.536  8.394573 2.85647011 0 0 0 0  -3 0.036988795 0.09500003
"248" 1972 "DOMINICAN REP." 0 0  1.652  8.422442 2.85647011 0 0 0 0  -3 0.036988795 0.09500003
"249" 1973 "DOMINICAN REP." 0 0  1.792  8.449343 2.85647011 0 0 0 0  -3 0.036988795 0.09500003
"250" 1974 "DOMINICAN REP." 0 0  1.916  8.475746 2.85647011 0 0 0 0  -3 0.036988795 0.09500003
"251" 1975 "DOMINICAN REP." 0 0  2.079  8.501471 2.85647011 0 0 0 0  -3 0.036988795 0.09500003
"252" 1976 "DOMINICAN REP." 0 0  1.961  8.526748 2.85647011 0 0 0 0  -3 0.036988795 0.09500003
"253" 1977 "DOMINICAN REP." 0 0  2.057  8.551595 2.85647011 0 0 0 0  -3 0.036988795 0.09500003
"254" 1978 "DOMINICAN REP." 0 0  2.098  8.575651 2.85647011 0 0 0 0  -3 0.036988795 0.09500003
"255" 1979 "DOMINICAN REP." 0 0  2.092  8.599510 2.85647011 0 0 0 1   6 0.036988795 0.09500003
"256" 1980 "DOMINICAN REP." 0 0  2.102  8.623533 2.85647011 0 0 0 1   6 0.036988795 0.09500003
"257" 1981 "DOMINICAN REP." 0 0  2.343  8.647695 2.85647011 0 0 0 1   6 0.036988795 0.09500003
"258" 1982 "DOMINICAN REP." 0 0  2.285  8.671972 2.85647011 0 0 0 0   6 0.036988795 0.09500003
"259" 1983 "DOMINICAN REP." 0 0  2.256  8.696510 2.85647011 0 0 0 0   6 0.036988795 0.09500003
"260" 1984 "DOMINICAN REP." 0 0  2.283  8.720787 2.85647011 0 0 0 0   6 0.036988795 0.09500003
"261" 1985 "DOMINICAN REP." 0 0  2.157  8.744328 2.85647011 0 0 0 0   6 0.036988795 0.09500003
"262" 1986 "DOMINICAN REP." 0 0  2.111  8.766550 2.85647011 0 0 0 0   6 0.036988795 0.09500003
